Hospital,Especialidade,Nota_Prova,Nota_Curriculo,Total
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,50.4,3.8,54.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,48,5.3,53.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,49.2,4.1,53.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,49.2,4,53.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,50.4,2.75,53.15
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,45.6,7.55,53.15
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,46.8,5.3,52.1
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,46.8,4.3,51.1
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,46.8,4.2,51
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,45.6,5.05,50.65
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,48,2.3,50.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,45.6,4.5,50.1
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,49.2,0.1,49.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,45.6,2.9,48.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,45.6,2.8,48.4
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,anestesiologia,45.6,2.2,47.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,61.2,9.9,71.1
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,62.4,8.2,70.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,62.4,5.9,68.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,62.4,5.75,68.15
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,63.6,4,67.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,61.2,5.75,66.95
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,56.4,8.8,65.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,55.2,8.6,63.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,57.6,6.1,63.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,56.4,6,62.4
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,57.6,4.65,62.25
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,57.6,4,61.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,55.2,5.5,60.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,51.6,7.7,59.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,55.2,2.3,57.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,54,3.35,57.35
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,50.4,6.8,57.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,51.6,4.6,56.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,50.4,5.5,55.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,52.8,1.75,54.55
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,49.2,5.3,54.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,46.8,7.2,54
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,49.2,4.3,53.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,48,5.3,53.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,49.2,3.95,53.15
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,48,4.8,52.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,48,4.55,52.55
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,45.6,6.8,52.4
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,46.8,5.3,52.1
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,48,3.5,51.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,46.8,2,48.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,46.8,1,47.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,45.6,2.2,47.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,cirurgia geral,45.6,1.1,46.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,73.2,8.7,81.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,67.2,9.1,76.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,63.6,9.9,73.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,63.6,9.3,72.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,63.6,7.7,71.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,66,4.9,70.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,61.2,8.7,69.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,63.6,6.1,69.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,62.4,6.9,69.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,60,8.7,68.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,62.4,5.9,68.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,62.4,5.5,67.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,62.4,5.3,67.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,62.4,5.3,67.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,61.2,6.15,67.35
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,57.6,7.9,65.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,58.8,5.8,64.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,55.2,8.3,63.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,57.6,5.1,62.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,55.2,7.4,62.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,55.2,7.3,62.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,56.4,4.85,61.25
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,54,7,61
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,55.2,5.7,60.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,52.8,8,60.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,56.4,4.3,60.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,55.2,4.9,60.1
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,54,5.2,59.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,49.2,10,59.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,52.8,5.8,58.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,54,4.3,58.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,50.4,7.1,57.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,51.6,5.6,57.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,50.4,6.5,56.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,52.8,4,56.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,49.2,7.4,56.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,54,2.5,56.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,51.6,4.55,56.15
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,48,7.9,55.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,46.8,9.1,55.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,49.2,6.65,55.85
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,45.6,10,55.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,48,7.6,55.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,48,7.4,55.4
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,48,7.3,55.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,48,7,55
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,46.8,6.9,53.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,49.2,3.85,53.05
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,45.6,7.2,52.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,48,4.6,52.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,48,4.3,52.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,45.6,5.9,51.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,48,3.4,51.4
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,45.6,5.7,51.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,46.8,4.05,50.85
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,49.2,1.6,50.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,45.6,4.55,50.15
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,45.6,4.4,50
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,45.6,3.7,49.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,45.6,2.7,48.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,clínica médica,45.6,2,47.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,medicina de família e comunidade,63.6,5.5,69.1
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,medicina de família e comunidade,60,8.5,68.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,medicina de família e comunidade,57.6,6.9,64.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,medicina de família e comunidade,55.2,4.35,59.55
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,medicina de família e comunidade,51.6,3.3,54.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,medicina de família e comunidade,45.6,4.75,50.35
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,68.4,9.7,78.1
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,69.6,2.2,71.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,61.2,10,71.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,62.4,6.1,68.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,63.6,4.6,68.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,64.8,3,67.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,61.2,6.55,67.75
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,57.6,10,67.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,61.2,6.05,67.25
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,57.6,7.3,64.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,57.6,7.2,64.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,58.8,5.9,64.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,56.4,8.3,64.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,58.8,5.6,64.4
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,58.8,5.1,63.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,56.4,7.5,63.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,61.2,2.3,63.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,54,8.5,62.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,55.2,7.1,62.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,60,2.3,62.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,55.2,7,62.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,57.6,4.45,62.05
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,57.6,4.35,61.95
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,58.8,3.1,61.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,56.4,4.8,61.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,54,7,61
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,56.4,4.3,60.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,55.2,5.4,60.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,52.8,7.7,60.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,52.8,7.5,60.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,55.2,5,60.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,51.6,8.3,59.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,54,5.7,59.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,51.6,7.7,59.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,55.2,4.05,59.25
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,51.6,7.5,59.1
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,52.8,6.05,58.85
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,51.6,7.2,58.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,54,4.7,58.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,51.6,7.1,58.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,56.4,2,58.4
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,50.4,7.8,58.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,51.6,5.95,57.55
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,49.2,8.2,57.4
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,51.6,5.05,56.65
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,51.6,5,56.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,50.4,6.1,56.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,51.6,4.7,56.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,49.2,7,56.2
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,50.4,5.5,55.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,50.4,5.5,55.9
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,50.4,5.25,55.65
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,49.2,6.3,55.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,51.6,3.8,55.4
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,46.8,8.5,55.3
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,49.2,5.75,54.95
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,49.2,5.6,54.8
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,50.4,4.3,54.7
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,50.4,4.2,54.6
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,49.2,5.3,54.5
Hospital Universitário Mário Palmério da Universidade de Uberaba - UNIUBE,obstetrícia e ginecologia,50.4,4.1,54.5
